City,Country,Latitude,Longitude,Year,Month,Temperature
Delhi,India,28.61,77.21,1985,5,37.89
Delhi,India,28.61,77.21,1985,6,39.5
Delhi,India,28.61,77.21,1985,7,36.13
Delhi,India,28.61,77.21,1985,8,33.72
Delhi,India,28.61,77.21,1985,9,31.96
Delhi,India,28.61,77.21,1985,10,27.96
Delhi,India,28.61,77.21,1985,11,21.67
Delhi,India,28.61,77.21,1985,12,15.88
Delhi,India,28.61,77.21,1986,1,14.43
Delhi,India,28.61,77.21,1986,2,17.65
Delhi,India,28.61,77.21,1986,3,22.77
Delhi,India,28.61,77.21,1986,4,31.07
Delhi,India,28.61,77.21,1986,5,37.27
Delhi,India,28.61,77.21,1986,6,39.33
Delhi,India,28.61,77.21,1986,7,35.32
Delhi,India,28.61,77.21,1986,8,34.83
Delhi,India,28.61,77.21,1986,9,32.34
Delhi,India,28.61,77.21,1986,10,27.6
Delhi,India,28.61,77.21,1986,11,22.12
Delhi,India,28.61,77.21,1986,12,15.48
Delhi,India,28.61,77.21,1987,1,14.42
Delhi,India,28.61,77.21,1987,2,17.21
Delhi,India,28.61,77.21,1987,3,24.19
Delhi,India,28.61,77.21,1987,4,30.54
Delhi,India,28.61,77.21,1987,5,36.21
Delhi,India,28.61,77.21,1987,6,40.59
Delhi,India,28.61,77.21,1987,7,36.66
Delhi,India,28.61,77.21,1987,8,34.25
Delhi,India,28.61,77.21,1987,9,31.36
Delhi,India,28.61,77.21,1987,10,28.37
Delhi,India,28.61,77.21,1987,11,20.19
Delhi,India,28.61,77.21,1987,12,16.22
Delhi,India,28.61,77.21,1988,1,13.3
Delhi,India,28.61,77.21,1988,2,18.31
Delhi,India,28.61,77.21,1988,3,22.84
Delhi,India,28.61,77.21,1988,4,31.2
Delhi,India,28.61,77.21,1988,5,36.69
Delhi,India,28.61,77.21,1988,6,39.02
Delhi,India,28.61,77.21,1988,7,35.4
Delhi,India,28.61,77.21,1988,8,35.16
Delhi,India,28.61,77.21,1988,9,32.76
Delhi,India,28.61,77.21,1988,10,28.09
Delhi,India,28.61,77.21,1988,11,22.07
Delhi,India,28.61,77.21,1988,12,14.59
Delhi,India,28.61,77.21,1989,1,15.83
Delhi,India,28.61,77.21,1989,2,17.78
Delhi,India,28.61,77.21,1989,3,23.07
Delhi,India,28.61,77.21,1989,4,29.77
Delhi,India,28.61,77.21,1989,5,36.57
Delhi,India,28.61,77.21,1989,6,40.35
Delhi,India,28.61,77.21,1989,7,35.61
Delhi,India,28.61,77.21,1989,8,35.76
Delhi,India,28.61,77.21,1989,9,31.69
Delhi,India,28.61,77.21,1989,10,27.69
Delhi,India,28.61,77.21,1989,11,19.83
Delhi,India,28.61,77.21,1989,12,15.96
Delhi,India,28.61,77.21,1990,1,15.34
Delhi,India,28.61,77.21,1990,2,17.43
Delhi,India,28.61,77.21,1990,3,21.9
Delhi,India,28.61,77.21,1990,4,30.86
Delhi,India,28.61,77.21,1990,5,37.03
Delhi,India,28.61,77.21,1990,6,40.0
Delhi,India,28.61,77.21,1990,7,36.59
Delhi,India,28.61,77.21,1990,8,33.97
Delhi,India,28.61,77.21,1990,9,33.2
Delhi,India,28.61,77.21,1990,10,28.55
Delhi,India,28.61,77.21,1990,11,19.47
Delhi,India,28.61,77.21,1990,12,15.94
Delhi,India,28.61,77.21,1991,1,14.39
Delhi,India,28.61,77.21,1991,2,17.68
Delhi,India,28.61,77.21,1991,3,23.98
Delhi,India,28.61,77.21,1991,4,30.4
Delhi,India,28.61,77.21,1991,5,36.27
Delhi,India,28.61,77.21,1991,6,39.76
Delhi,India,28.61,77.21,1991,7,34.98
Delhi,India,28.61,77.21,1991,8,33.98
Delhi,India,28.61,77.21,1991,9,33.21
Delhi,India,28.61,77.21,1991,10,26.93
Delhi,India,28.61,77.21,1991,11,21.2
Delhi,India,28.61,77.21,1991,12,16.06
Delhi,India,28.61,77.21,1992,1,13.55
Delhi,India,28.61,77.21,1992,2,17.28
Delhi,India,28.61,77.21,1992,3,24.59
Delhi,India,28.61,77.21,1992,4,30.07
Delhi,India,28.61,77.21,1992,5,36.43
Delhi,India,28.61,77.21,1992,6,40.08
Delhi,India,28.61,77.21,1992,7,36.3
Delhi,India,28.61,77.21,1992,8,34.58
Delhi,India,28.61,77.21,1992,9,32.34
Delhi,India,28.61,77.21,1992,10,28.75
Delhi,India,28.61,77.21,1992,11,21.97
Delhi,India,28.61,77.21,1992,12,16.44
Delhi,India,28.61,77.21,1993,1,14.83
Delhi,India,28.61,77.21,1993,2,17.21
Delhi,India,28.61,77.21,1993,3,23.19
Delhi,India,28.61,77.21,1993,4,31.14
Delhi,India,28.61,77.21,1993,5,37.07
Delhi,India,28.61,77.21,1993,6,40.76
Delhi,India,28.61,77.21,1993,7,36.23
Delhi,India,28.61,77.21,1993,8,33.72
Delhi,India,28.61,77.21,1993,9,33.51
Delhi,India,28.61,77.21,1993,10,27.08
Delhi,India,28.61,77.21,1993,11,20.51
Delhi,India,28.61,77.21,1993,12,15.95
Delhi,India,28.61,77.21,1994,1,16.19
Delhi,India,28.61,77.21,1994,2,19.97
Delhi,India,28.61,77.21,1994,3,24.22
Delhi,India,28.61,77.21,1994,4,30.66
Delhi,India,28.61,77.21,1994,5,37.17
Delhi,India,28.61,77.21,1994,6,40.41
Delhi,India,28.61,77.21,1994,7,35.57
Delhi,India,28.61,77.21,1994,8,36.05
Delhi,India,28.61,77.21,1994,9,32.95
Delhi,India,28.61,77.21,1994,10,28.14
Delhi,India,28.61,77.21,1994,11,21.26
Delhi,India,28.61,77.21,1994,12,16.09
Delhi,India,28.61,77.21,1995,1,15.4
Delhi,India,28.61,77.21,1995,2,17.38
Delhi,India,28.61,77.21,1995,3,23.42
Delhi,India,28.61,77.21,1995,4,30.04
Delhi,India,28.61,77.21,1995,5,37.12
Delhi,India,28.61,77.21,1995,6,40.36
Delhi,India,28.61,77.21,1995,7,36.13
Delhi,India,28.61,77.21,1995,8,35.98
Delhi,India,28.61,77.21,1995,9,32.81
Delhi,India,28.61,77.21,1995,10,28.28
Delhi,India,28.61,77.21,1995,11,20.05
Delhi,India,28.61,77.21,1995,12,15.54
Delhi,India,28.61,77.21,1996,1,15.31
Delhi,India,28.61,77.21,1996,2,18.42
Delhi,India,28.61,77.21,1996,3,23.62
Delhi,India,28.61,77.21,1996,4,30.78
Delhi,India,28.61,77.21,1996,5,35.77
Delhi,India,28.61,77.21,1996,6,39.58
Delhi,India,28.61,77.21,1996,7,36.45
Delhi,India,28.61,77.21,1996,8,35.23
Delhi,India,28.61,77.21,1996,9,33.18
Delhi,India,28.61,77.21,1996,10,27.86
Delhi,India,28.61,77.21,1996,11,20.83
Delhi,India,28.61,77.21,1996,12,15.37
Delhi,India,28.61,77.21,1997,1,15.34
Delhi,India,28.61,77.21,1997,2,18.14
Delhi,India,28.61,77.21,1997,3,24.19
Delhi,India,28.61,77.21,1997,4,30.48
Delhi,India,28.61,77.21,1997,5,35.34
Delhi,India,28.61,77.21,1997,6,40.61
Delhi,India,28.61,77.21,1997,7,35.51
Delhi,India,28.61,77.21,1997,8,34.24
Delhi,India,28.61,77.21,1997,9,33.33
Delhi,India,28.61,77.21,1997,10,27.57
Delhi,India,28.61,77.21,1997,11,21.59
Delhi,India,28.61,77.21,1997,12,16.28
Delhi,India,28.61,77.21,1998,1,15.34
Delhi,India,28.61,77.21,1998,2,16.91
Delhi,India,28.61,77.21,1998,3,24.71
Delhi,India,28.61,77.21,1998,4,31.05
Delhi,India,28.61,77.21,1998,5,36.61
Delhi,India,28.61,77.21,1998,6,39.96
Delhi,India,28.61,77.21,1998,7,34.62
Delhi,India,28.61,77.21,1998,8,35.15
Delhi,India,28.61,77.21,1998,9,32.14
Delhi,India,28.61,77.21,1998,10,26.92
Delhi,India,28.61,77.21,1998,11,19.8
Delhi,India,28.61,77.21,1998,12,16.64
Delhi,India,28.61,77.21,1999,1,14.44
Delhi,India,28.61,77.21,1999,2,18.96
Delhi,India,28.61,77.21,1999,3,23.51
Delhi,India,28.61,77.21,1999,4,29.69
Delhi,India,28.61,77.21,1999,5,36.1
Delhi,India,28.61,77.21,1999,6,40.75
Delhi,India,28.61,77.21,1999,7,35.77
Delhi,India,28.61,77.21,1999,8,34.5
Delhi,India,28.61,77.21,1999,9,32.99
Delhi,India,28.61,77.21,1999,10,28.23
Delhi,India,28.61,77.21,1999,11,21.66
Delhi,India,28.61,77.21,1999,12,16.9
Delhi,India,28.61,77.21,2000,1,14.65
Delhi,India,28.61,77.21,2000,2,16.97
Delhi,India,28.61,77.21,2000,3,23.61
Delhi,India,28.61,77.21,2000,4,31.08
Delhi,India,28.61,77.21,2000,5,36.23
Delhi,India,28.61,77.21,2000,6,39.23
Delhi,India,28.61,77.21,2000,7,36.14
Delhi,India,28.61,77.21,2000,8,34.87
Delhi,India,28.61,77.21,2000,9,32.92
Delhi,India,28.61,77.21,2000,10,27.37
Delhi,India,28.61,77.21,2000,11,20.74
Delhi,India,28.61,77.21,2000,12,15.25
Delhi,India,28.61,77.21,2001,1,15.54
Delhi,India,28.61,77.21,2001,2,18.64
Delhi,India,28.61,77.21,2001,3,22.63
Delhi,India,28.61,77.21,2001,4,30.27
Delhi,India,28.61,77.21,2001,5,35.87
Delhi,India,28.61,77.21,2001,6,39.46
Delhi,India,28.61,77.21,2001,7,35.86
Delhi,India,28.61,77.21,2001,8,33.9
Delhi,India,28.61,77.21,2001,9,32.27
Delhi,India,28.61,77.21,2001,10,27.22
Delhi,India,28.61,77.21,2001,11,21.06
Delhi,India,28.61,77.21,2001,12,15.97
Delhi,India,28.61,77.21,2002,1,14.43
Delhi,India,28.61,77.21,2002,2,18.06
Delhi,India,28.61,77.21,2002,3,23.55
Delhi,India,28.61,77.21,2002,4,30.75
Delhi,India,28.61,77.21,2002,5,38.11
Delhi,India,28.61,77.21,2002,6,40.87
Delhi,India,28.61,77.21,2002,7,35.03
Delhi,India,28.61,77.21,2002,8,35.52
Delhi,India,28.61,77.21,2002,9,33.5
Delhi,India,28.61,77.21,2002,10,27.13
Delhi,India,28.61,77.21,2002,11,21.51
Delhi,India,28.61,77.21,2002,12,17.01
Delhi,India,28.61,77.21,2003,1,14.17
Delhi,India,28.61,77.21,2003,2,17.31
Delhi,India,28.61,77.21,2003,3,24.67
Delhi,India,28.61,77.21,2003,4,31.14
Delhi,India,28.61,77.21,2003,5,37.34
Delhi,India,28.61,77.21,2003,6,40.19
Delhi,India,28.61,77.21,2003,7,36.23
Delhi,India,28.61,77.21,2003,8,34.03
Delhi,India,28.61,77.21,2003,9,33.69
Delhi,India,28.61,77.21,2003,10,28.77
Delhi,India,28.61,77.21,2003,11,20.79
Delhi,India,28.61,77.21,2003,12,15.92
Delhi,India,28.61,77.21,2004,1,13.9
Delhi,India,28.61,77.21,2004,2,18.33
Delhi,India,28.61,77.21,2004,3,24.37
Delhi,India,28.61,77.21,2004,4,30.93
Delhi,India,28.61,77.21,2004,5,37.76
Delhi,India,28.61,77.21,2004,6,39.74
Delhi,India,28.61,77.21,2004,7,36.37
Delhi,India,28.61,77.21,2004,8,34.26
Delhi,India,28.61,77.21,2004,9,32.96
Delhi,India,28.61,77.21,2004,10,27.85
Delhi,India,28.61,77.21,2004,11,21.13
Delhi,India,28.61,77.21,2004,12,15.71
Delhi,India,28.61,77.21,2005,1,14.9
Delhi,India,28.61,77.21,2005,2,18.57
Delhi,India,28.61,77.21,2005,3,23.68
Delhi,India,28.61,77.21,2005,4,29.87
Delhi,India,28.61,77.21,2005,5,38.21
Delhi,India,28.61,77.21,2005,6,40.96
Delhi,India,28.61,77.21,2005,7,35.09
Delhi,India,28.61,77.21,2005,8,35.47
Delhi,India,28.61,77.21,2005,9,32.64
Delhi,India,28.61,77.21,2005,10,28.17
Delhi,India,28.61,77.21,2005,11,21.2
Delhi,India,28.61,77.21,2005,12,15.83
Delhi,India,28.61,77.21,2006,1,14.46
Delhi,India,28.61,77.21,2006,2,17.52
Delhi,India,28.61,77.21,2006,3,23.37
Delhi,India,28.61,77.21,2006,4,30.43
Delhi,India,28.61,77.21,2006,5,36.96
Delhi,India,28.61,77.21,2006,6,39.51
Delhi,India,28.61,77.21,2006,7,36.49
Delhi,India,28.61,77.21,2006,8,36.05
Delhi,India,28.61,77.21,2006,9,32.6
Delhi,India,28.61,77.21,2006,10,28.18
Delhi,India,28.61,77.21,2006,11,21.36
Delhi,India,28.61,77.21,2006,12,16.34
Delhi,India,28.61,77.21,2007,1,15.08
Delhi,India,28.61,77.21,2007,2,18.55
Delhi,India,28.61,77.21,2007,3,24.36
Delhi,India,28.61,77.21,2007,4,30.16
Delhi,India,28.61,77.21,2007,5,37.63
Delhi,India,28.61,77.21,2007,6,40.65
Delhi,India,28.61,77.21,2007,7,35.49
Delhi,India,28.61,77.21,2007,8,35.05
Delhi,India,28.61,77.21,2007,9,33.5
Delhi,India,28.61,77.21,2007,10,27.88
Delhi,India,28.61,77.21,2007,11,21.78
Delhi,India,28.61,77.21,2007,12,17.68
Delhi,India,28.61,77.21,2008,1,14.49
Delhi,India,28.61,77.21,2008,2,17.08
Delhi,India,28.61,77.21,2008,3,24.26
Delhi,India,28.61,77.21,2008,4,31.55
Delhi,India,28.61,77.21,2008,5,36.88
Delhi,India,28.61,77.21,2008,6,41.06
Delhi,India,28.61,77.21,2008,7,35.11
Delhi,India,28.61,77.21,2008,8,35.53
Delhi,India,28.61,77.21,2008,9,32.62
Delhi,India,28.61,77.21,2008,10,29.25
Delhi,India,28.61,77.21,2008,11,22.44
Delhi,India,28.61,77.21,2008,12,15.51
Delhi,India,28.61,77.21,2009,1,14.68
Delhi,India,28.61,77.21,2009,2,18.66
Delhi,India,28.61,77.21,2009,3,23.79
Delhi,India,28.61,77.21,2009,4,31.03
Delhi,India,28.61,77.21,2009,5,37.08
Delhi,India,28.61,77.21,2009,6,38.72
Delhi,India,28.61,77.21,2009,7,36.05
Delhi,India,28.61,77.21,2009,8,34.58
Delhi,India,28.61,77.21,2009,9,32.72
Delhi,India,28.61,77.21,2009,10,29.07
Delhi,India,28.61,77.21,2009,11,20.18
Delhi,India,28.61,77.21,2009,12,16.63
Delhi,India,28.61,77.21,2010,1,14.88
Delhi,India,28.61,77.21,2010,2,17.88
Delhi,India,28.61,77.21,2010,3,24.63
Delhi,India,28.61,77.21,2010,4,31.32
Delhi,India,28.61,77.21,2010,5,37.48
Delhi,India,28.61,77.21,2010,6,40.76
Delhi,India,28.61,77.21,2010,7,35.85
Delhi,India,28.61,77.21,2010,8,34.65
Delhi,India,28.61,77.21,2010,9,32.32
Delhi,India,28.61,77.21,2010,10,27.5
Delhi,India,28.61,77.21,2010,11,23.14
Delhi,India,28.61,77.21,2010,12,16.95
Delhi,India,28.61,77.21,2011,1,14.15
Delhi,India,28.61,77.21,2011,2,17.17
Delhi,India,28.61,77.21,2011,3,24.44
Delhi,India,28.61,77.21,2011,4,31.48
Delhi,India,28.61,77.21,2011,5,37.48
Delhi,India,28.61,77.21,2011,6,39.92
Delhi,India,28.61,77.21,2011,7,36.01
Delhi,India,28.61,77.21,2011,8,35.33
Delhi,India,28.61,77.21,2011,9,33.16
Delhi,India,28.61,77.21,2011,10,26.54
Delhi,India,28.61,77.21,2011,11,20.94
Delhi,India,28.61,77.21,2011,12,15.5
Delhi,India,28.61,77.21,2012,1,15.24
Delhi,India,28.61,77.21,2012,2,20.21
Delhi,India,28.61,77.21,2012,3,24.37
Delhi,India,28.61,77.21,2012,4,30.9
Delhi,India,28.61,77.21,2012,5,37.76
Delhi,India,28.61,77.21,2012,6,40.45
Delhi,India,28.61,77.21,2012,7,36.41
Delhi,India,28.61,77.21,2012,8,35.54
Delhi,India,28.61,77.21,2012,9,34.56
Delhi,India,28.61,77.21,2012,10,27.32
Delhi,India,28.61,77.21,2012,11,21.45
Delhi,India,28.61,77.21,2012,12,15.47
Delhi,India,28.61,77.21,2013,1,15.52
Delhi,India,28.61,77.21,2013,2,17.49
Delhi,India,28.61,77.21,2013,3,23.84
Delhi,India,28.61,77.21,2013,4,30.93
Delhi,India,28.61,77.21,2013,5,37.82
Delhi,India,28.61,77.21,2013,6,40.78
Delhi,India,28.61,77.21,2013,7,35.26
Delhi,India,28.61,77.21,2013,8,35.17
Delhi,India,28.61,77.21,2013,9,32.64
Delhi,India,28.61,77.21,2013,10,27.25
Delhi,India,28.61,77.21,2013,11,20.98
Delhi,India,28.61,77.21,2013,12,15.92
Delhi,India,28.61,77.21,2014,1,16.85
Delhi,India,28.61,77.21,2014,2,18.46
Delhi,India,28.61,77.21,2014,3,23.19
Delhi,India,28.61,77.21,2014,4,30.76
Delhi,India,28.61,77.21,2014,5,37.87
Delhi,India,28.61,77.21,2014,6,41.61
Delhi,India,28.61,77.21,2014,7,35.04
Delhi,India,28.61,77.21,2014,8,33.84
Delhi,India,28.61,77.21,2014,9,34.46
Delhi,India,28.61,77.21,2014,10,28.42
Delhi,India,28.61,77.21,2014,11,20.54
Delhi,India,28.61,77.21,2014,12,16.53
Delhi,India,28.61,77.21,2015,1,13.32
Delhi,India,28.61,77.21,2015,2,18.17
Delhi,India,28.61,77.21,2015,3,24.4
Delhi,India,28.61,77.21,2015,4,31.82
Delhi,India,28.61,77.21,2015,5,36.46
Delhi,India,28.61,77.21,2015,6,40.23
Delhi,India,28.61,77.21,2015,7,35.52
Delhi,India,28.61,77.21,2015,8,35.35
Delhi,India,28.61,77.21,2015,9,32.54
Delhi,India,28.61,77.21,2015,10,27.88
Delhi,India,28.61,77.21,2015,11,20.47
Delhi,India,28.61,77.21,2015,12,16.63
Delhi,India,28.61,77.21,2016,1,15.79
Delhi,India,28.61,77.21,2016,2,18.02
Delhi,India,28.61,77.21,2016,3,24.21
Delhi,India,28.61,77.21,2016,4,30.17
Delhi,India,28.61,77.21,2016,5,36.98
Delhi,India,28.61,77.21,2016,6,40.15
Delhi,India,28.61,77.21,2016,7,38.02
Delhi,India,28.61,77.21,2016,8,34.41
Delhi,India,28.61,77.21,2016,9,34.21
Delhi,India,28.61,77.21,2016,10,28.89
Delhi,India,28.61,77.21,2016,11,21.38
Delhi,India,28.61,77.21,2016,12,17.42
Delhi,India,28.61,77.21,2017,1,15.47
Delhi,India,28.61,77.21,2017,2,18.48
Delhi,India,28.61,77.21,2017,3,24.17
Delhi,India,28.61,77.21,2017,4,32.06
Delhi,India,28.61,77.21,2017,5,37.97
Delhi,India,28.61,77.21,2017,6,39.77
Delhi,India,28.61,77.21,2017,7,35.28
Delhi,India,28.61,77.21,2017,8,35.06
Delhi,India,28.61,77.21,2017,9,32.65
Delhi,India,28.61,77.21,2017,10,28.16
Delhi,India,28.61,77.21,2017,11,22.07
Delhi,India,28.61,77.21,2017,12,15.89
Delhi,India,28.61,77.21,2018,1,15.19
Delhi,India,28.61,77.21,2018,2,18.26
Delhi,India,28.61,77.21,2018,3,24.82
Delhi,India,28.61,77.21,2018,4,29.65
Delhi,India,28.61,77.21,2018,5,36.8
Delhi,India,28.61,77.21,2018,6,40.37
Delhi,India,28.61,77.21,2018,7,37.06
Delhi,India,28.61,77.21,2018,8,34.88
Delhi,India,28.61,77.21,2018,9,31.91
Delhi,India,28.61,77.21,2018,10,28.66
Delhi,India,28.61,77.21,2018,11,20.78
Delhi,India,28.61,77.21,2018,12,15.39
Delhi,India,28.61,77.21,2019,1,14.8
Delhi,India,28.61,77.21,2019,2,18.11
Delhi,India,28.61,77.21,2019,3,23.82
Delhi,India,28.61,77.21,2019,4,29.7
Delhi,India,28.61,77.21,2019,5,37.87
Delhi,India,28.61,77.21,2019,6,41.13
Delhi,India,28.61,77.21,2019,7,36.7
Delhi,India,28.61,77.21,2019,8,34.45
Delhi,India,28.61,77.21,2019,9,33.1
Delhi,India,28.61,77.21,2019,10,28.24
Delhi,India,28.61,77.21,2019,11,21.66
Delhi,India,28.61,77.21,2019,12,16.71
Delhi,India,28.61,77.21,2020,1,14.75
Delhi,India,28.61,77.21,2020,2,18.32
Delhi,India,28.61,77.21,2020,3,24.58
Delhi,India,28.61,77.21,2020,4,32.28
Delhi,India,28.61,77.21,2020,5,37.75
Delhi,India,28.61,77.21,2020,6,40.81
Delhi,India,28.61,77.21,2020,7,36.32
Delhi,India,28.61,77.21,2020,8,36.25
Delhi,India,28.61,77.21,2020,9,33.55
Delhi,India,28.61,77.21,2020,10,27.66
Delhi,India,28.61,77.21,2020,11,22.24
Delhi,India,28.61,77.21,2020,12,16.75
Delhi,India,28.61,77.21,2021,1,14.97
Delhi,India,28.61,77.21,2021,2,17.94
Delhi,India,28.61,77.21,2021,3,24.49
Delhi,India,28.61,77.21,2021,4,31.6
Delhi,India,28.61,77.21,2021,5,37.42
Delhi,India,28.61,77.21,2021,6,40.5
Delhi,India,28.61,77.21,2021,7,37.47
Delhi,India,28.61,77.21,2021,8,36.03
Delhi,India,28.61,77.21,2021,9,33.41
Delhi,India,28.61,77.21,2021,10,28.94
Delhi,India,28.61,77.21,2021,11,20.56
Delhi,India,28.61,77.21,2021,12,16.56
Delhi,India,28.61,77.21,2022,1,16.56
Delhi,India,28.61,77.21,2022,2,18.14
Delhi,India,28.61,77.21,2022,3,23.7
Delhi,India,28.61,77.21,2022,4,30.84
Delhi,India,28.61,77.21,2022,5,36.53
Delhi,India,28.61,77.21,2022,6,39.75
Delhi,India,28.61,77.21,2022,7,36.04
Delhi,India,28.61,77.21,2022,8,34.31
Delhi,India,28.61,77.21,2022,9,33.31
Delhi,India,28.61,77.21,2022,10,28.93
Delhi,India,28.61,77.21,2022,11,20.66
Delhi,India,28.61,77.21,2022,12,17.36
Delhi,India,28.61,77.21,2023,1,15.67
Delhi,India,28.61,77.21,2023,2,19.04
Delhi,India,28.61,77.21,2023,3,23.85
Delhi,India,28.61,77.21,2023,4,31.91
Delhi,India,28.61,77.21,2023,5,36.55
Delhi,India,28.61,77.21,2023,6,40.94
Delhi,India,28.61,77.21,2023,7,36.43
Delhi,India,28.61,77.21,2023,8,35.7
Delhi,India,28.61,77.21,2023,9,32.49
Delhi,India,28.61,77.21,2023,10,27.69
Delhi,India,28.61,77.21,2023,11,21.73
Delhi,India,28.61,77.21,2023,12,15.65
Bangalore,India,12.97,77.59,1950,1,20.32
Bangalore,India,12.97,77.59,1950,2,22.04
Bangalore,India,12.97,77.59,1950,3,27.59
Bangalore,India,12.97,77.59,1950,4,28.14
Bangalore,India,12.97,77.59,1950,5,28.39
Bangalore,India,12.97,77.59,1950,6,24.44
Bangalore,India,12.97,77.59,1950,7,22.51
Bangalore,India,12.97,77.59,1950,8,23.41
Bangalore,India,12.97,77.59,1950,9,23.18
Bangalore,India,12.97,77.59,1950,10,22.62
Bangalore,India,12.97,77.59,1950,11,20.29
Bangalore,India,12.97,77.59,1950,12,17.63
Bangalore,India,12.97,77.59,1951,1,20.26
Bangalore,India,12.97,77.59,1951,2,21.92
Bangalore,India,12.97,77.59,1951,3,27.08
Bangalore,India,12.97,77.59,1951,4,28.83
Bangalore,India,12.97,77.59,1951,5,28.49
Bangalore,India,12.97,77.59,1951,6,23.81
Bangalore,India,12.97,77.59,1951,7,22.79
Bangalore,India,12.97,77.59,1951,8,23.53
Bangalore,India,12.97,77.59,1951,9,23.25
Bangalore,India,12.97,77.59,1951,10,23.24
Bangalore,India,12.97,77.59,1951,11,21.35
Bangalore,India,12.97,77.59,1951,12,17.94
Bangalore,India,12.97,77.59,1952,1,20.57
Bangalore,India,12.97,77.59,1952,2,23.46
Bangalore,India,12.97,77.59,1952,3,26.32
Bangalore,India,12.97,77.59,1952,4,28.87
Bangalore,India,12.97,77.59,1952,5,28.01
Bangalore,India,12.97,77.59,1952,6,23.94
Bangalore,India,12.97,77.59,1952,7,23.27
Bangalore,India,12.97,77.59,1952,8,24.04
Bangalore,India,12.97,77.59,1952,9,23.79
Bangalore,India,12.97,77.59,1952,10,22.12
Bangalore,India,12.97,77.59,1952,11,21.47
Bangalore,India,12.97,77.59,1952,12,19.97
Bangalore,India,12.97,77.59,1953,1,20.32
Bangalore,India,12.97,77.59,1953,2,23.82
Bangalore,India,12.97,77.59,1953,3,28.46
Bangalore,India,12.97,77.59,1953,4,29.77
Bangalore,India,12.97,77.59,1953,5,28.23
Bangalore,India,12.97,77.59,1953,6,24.79
Bangalore,India,12.97,77.59,1953,7,23.16
Bangalore,India,12.97,77.59,1953,8,23.07
Bangalore,India,12.97,77.59,1953,9,22.81
Bangalore,India,12.97,77.59,1953,10,24.15
Bangalore,India,12.97,77.59,1953,11,20.48
Bangalore,India,12.97,77.59,1953,12,20.13
Bangalore,India,12.97,77.59,1954,1,20.42
Bangalore,India,12.97,77.59,1954,2,22.09
Bangalore,India,12.97,77.59,1954,3,27.33
Bangalore,India,12.97,77.59,1954,4,27.6
Bangalore,India,12.97,77.59,1954,5,28.51
Bangalore,India,12.97,77.59,1954,6,24.69
Bangalore,India,12.97,77.59,1954,7,22.66
Bangalore,India,12.97,77.59,1954,8,23.16
Bangalore,India,12.97,77.59,1954,9,24.44
Bangalore,India,12.97,77.59,1954,10,22.72
Bangalore,India,12.97,77.59,1954,11,20.33
Bangalore,India,12.97,77.59,1954,12,20.11
Bangalore,India,12.97,77.59,1955,1,21.46
Bangalore,India,12.97,77.59,1955,2,23.09
Bangalore,India,12.97,77.59,1955,3,27.8
Bangalore,India,12.97,77.59,1955,4,30.03
Bangalore,India,12.97,77.59,1955,5,27.57
Bangalore,India,12.97,77.59,1955,6,23.75
Bangalore,India,12.97,77.59,1955,7,23.95
Bangalore,India,12.97,77.59,1955,8,24.27
Bangalore,India,12.97,77.59,1955,9,23.48
Bangalore,India,12.97,77.59,1955,10,22.47
Bangalore,India,12.97,77.59,1955,11,22.48
Bangalore,India,12.97,77.59,1955,12,18.72
Bangalore,India,12.97,77.59,1956,1,19.87
Bangalore,India,12.97,77.59,1956,2,23.35
Bangalore,India,12.97,77.59,1956,3,28.2
Bangalore,India,12.97,77.59,1956,4,29.71
Bangalore,India,12.97,77.59,1956,5,28.4
Bangalore,India,12.97,77.59,1956,6,24.43
Bangalore,India,12.97,77.59,1956,7,23.14
Bangalore,India,12.97,77.59,1956,8,23.5
Bangalore,India,12.97,77.59,1956,9,21.34
Bangalore,India,12.97,77.59,1956,10,22.9
Bangalore,India,12.97,77.59,1956,11,21.28
Bangalore,India,12.97,77.59,1956,12,18.3
Bangalore,India,12.97,77.59,1957,1,20.4
Bangalore,India,12.97,77.59,1957,2,22.98
Bangalore,India,12.97,77.59,1957,3,28.35
Bangalore,India,12.97,77.59,1957,4,30.23
Bangalore,India,12.97,77.59,1957,5,27.8
Bangalore,India,12.97,77.59,1957,6,24.02
Bangalore,India,12.97,77.59,1957,7,23.07
Bangalore,India,12.97,77.59,1957,8,22.81
Bangalore,India,12.97,77.59,1957,9,23.26
Bangalore,India,12.97,77.59,1957,10,22.6
Bangalore,India,12.97,77.59,1957,11,20.33
Bangalore,India,12.97,77.59,1957,12,19.56
Bangalore,India,12.97,77.59,1958,1,20.58
Bangalore,India,12.97,77.59,1958,2,22.58
Bangalore,India,12.97,77.59,1958,3,27.77
Bangalore,India,12.97,77.59,1958,4,28.7
Bangalore,India,12.97,77.59,1958,5,28.32
Bangalore,India,12.97,77.59,1958,6,24.72
Bangalore,India,12.97,77.59,1958,7,23.12
Bangalore,India,12.97,77.59,1958,8,23.46
Bangalore,India,12.97,77.59,1958,9,22.78
Bangalore,India,12.97,77.59,1958,10,23.01
Bangalore,India,12.97,77.59,1958,11,21.0
Bangalore,India,12.97,77.59,1958,12,18.62
Bangalore,India,12.97,77.59,1959,1,20.04
Bangalore,India,12.97,77.59,1959,2,22.08
Bangalore,India,12.97,77.59,1959,3,26.82
Bangalore,India,12.97,77.59,1959,4,28.96
Bangalore,India,12.97,77.59,1959,5,27.98
